log_id,router,dataset_name,destination,raw_destination,sensitive,blockchain_hash,blockchain_tx_hash,routing_latency_ms,backend_write_latency_ms,total_latency_ms,success,energy_cpu_pkg_j,payload_bytes,proc_cpu_pct,proc_rss_mb,level,component,log_source,content,event_template
24,direct_minio,loghub,minio,minio,False,,,0.00012600503396242857,0.0547460003872402,0.05487200542120263,True,0.0,55,0.0,866.32448,notice,nan,Apache,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok <*>
25,direct_minio,loghub,minio,minio,False,,,0.00015200203051790595,0.054645999625790864,0.05479800165630877,True,0.0,39,0.0,866.332672,error,nan,Apache,mod_jk child workerEnv in error state 6,mod_jk child workerEnv in error state <*>
26,direct_minio,loghub,minio,minio,False,,,0.00013499811757355928,0.06731299799866974,0.0674479961162433,True,0.0,39,0.0,866.332672,error,nan,Apache,mod_jk child workerEnv in error state 7,mod_jk child workerEnv in error state <*>
27,direct_minio,loghub,minio,minio,False,,,0.0001410007826052606,0.055365002481266856,0.05550600326387212,True,0.0,39,0.0,866.336768,error,nan,Apache,mod_jk child workerEnv in error state 7,mod_jk child workerEnv in error state <*>
28,direct_minio,loghub,minio,minio,False,,,0.00013499811757355928,0.05685600626748055,0.05699100438505411,True,0.0,48,0.0,866.336768,notice,nan,Apache,jk2_init() Found child 6748 in scoreboard slot 6,jk2_init() Found child <*> in scoreboard slot <*>
29,direct_minio,loghub,minio,minio,False,,,0.00013299722922965884,0.05476099613588303,0.05489399336511269,True,0.0,49,0.0,866.340864,notice,nan,Apache,jk2_init() Found child 6744 in scoreboard slot 10,jk2_init() Found child <*> in scoreboard slot <*>
30,direct_minio,loghub,minio,minio,False,,,0.00013300450518727303,0.055233998864423484,0.05536700336961076,True,0.0,48,0.0,866.340864,notice,nan,Apache,jk2_init() Found child 6745 in scoreboard slot 8,jk2_init() Found child <*> in scoreboard slot <*>
31,direct_minio,loghub,minio,minio,False,,,0.00011300289770588279,0.05701599729945883,0.057129000197164714,True,0.0,55,0.0,866.340864,notice,nan,Apache,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok <*>
32,direct_minio,loghub,minio,minio,False,,,0.00013499811757355928,0.05468999734148383,0.05482499545905739,True,0.0,55,0.0,866.349056,notice,nan,Apache,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok <*>
33,direct_minio,loghub,minio,minio,False,,,0.00013899989426136017,0.054939999245107174,0.055078999139368534,True,0.0,39,0.0,866.349056,error,nan,Apache,mod_jk child workerEnv in error state 7,mod_jk child workerEnv in error state <*>
34,direct_minio,loghub,minio,minio,False,,,0.00014300167094916105,0.054923999414313585,0.055067001085262746,True,0.0,39,0.0,866.349056,error,nan,Apache,mod_jk child workerEnv in error state 6,mod_jk child workerEnv in error state <*>
35,direct_minio,loghub,minio,minio,False,,,0.00014599936548620462,0.05493500066222623,0.055081000027712435,True,0.0,48,0.0,866.349056,notice,nan,Apache,jk2_init() Found child 6750 in scoreboard slot 7,jk2_init() Found child <*> in scoreboard slot <*>
36,direct_minio,loghub,minio,minio,False,,,0.0001360021997243166,0.057773002481553704,0.05790900468127802,True,0.0,48,0.0,866.349056,notice,nan,Apache,jk2_init() Found child 6751 in scoreboard slot 9,jk2_init() Found child <*> in scoreboard slot <*>
37,direct_minio,loghub,minio,minio,False,,,0.0001449952833354473,0.05753300501964986,0.05767800030298531,True,0.0,49,0.0,866.357248,notice,nan,Apache,jk2_init() Found child 6752 in scoreboard slot 10,jk2_init() Found child <*> in scoreboard slot <*>
38,direct_minio,loghub,minio,minio,False,,,0.0001309963408857584,0.05635099660139531,0.05648199294228107,True,0.0,55,0.0,866.361344,notice,nan,Apache,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok <*>
39,direct_minio,loghub,minio,minio,False,,,0.0001399967004545033,0.058001001889351755,0.05814099858980626,True,0.0,55,0.0,866.361344,notice,nan,Apache,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok <*>
40,direct_minio,loghub,minio,minio,False,,,0.0001180014805868268,0.05433300248114392,0.05445100396173075,True,0.0,39,0.0,866.36544,error,nan,Apache,mod_jk child workerEnv in error state 7,mod_jk child workerEnv in error state <*>
41,direct_minio,loghub,minio,minio,False,,,0.0001320004230365157,0.05630899977404624,0.05644100019708276,True,0.0,39,0.0,866.36544,error,nan,Apache,mod_jk child workerEnv in error state 6,mod_jk child workerEnv in error state <*>
42,direct_minio,loghub,minio,minio,False,,,0.0001579974195919931,0.07566800195490941,0.07582599937450141,True,0.0,48,0.0,866.369536,notice,nan,Apache,jk2_init() Found child 6754 in scoreboard slot 8,jk2_init() Found child <*> in scoreboard slot <*>
43,direct_minio,loghub,minio,minio,False,,,0.00015700061339884996,0.06201500218594447,0.06217200279934332,True,0.0,48,0.0,866.373632,notice,nan,Apache,jk2_init() Found child 6755 in scoreboard slot 6,jk2_init() Found child <*> in scoreboard slot <*>
44,direct_minio,loghub,minio,minio,False,,,0.00015200203051790595,0.06044000474503264,0.060592006775550544,True,0.0,48,0.0,866.373632,notice,nan,Apache,jk2_init() Found child 6756 in scoreboard slot 7,jk2_init() Found child <*> in scoreboard slot <*>
45,direct_minio,loghub,minio,minio,False,,,0.0001449952833354473,0.06003199814585969,0.060176993429195136,True,0.0,55,0.0,866.373632,notice,nan,Apache,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok <*>
46,direct_minio,loghub,minio,minio,False,,,0.0001540029188618064,0.15214899758575484,0.15230300050461665,True,0.0,39,0.0,866.373632,error,nan,Apache,mod_jk child workerEnv in error state 7,mod_jk child workerEnv in error state <*>
47,direct_minio,loghub,minio,minio,False,,,0.0002980013960041106,0.07084600656526163,0.07114400796126574,True,0.0,49,0.0,866.381824,notice,nan,Apache,jk2_init() Found child 6763 in scoreboard slot 10,jk2_init() Found child <*> in scoreboard slot <*>
48,direct_minio,loghub,minio,minio,False,,,0.00013699900591745973,0.061722996179014444,0.061859995184931904,True,0.0,48,0.0,866.381824,notice,nan,Apache,jk2_init() Found child 6766 in scoreboard slot 6,jk2_init() Found child <*> in scoreboard slot <*>
49,direct_minio,loghub,minio,minio,False,,,0.00014099350664764643,0.06659499922534451,0.06673599273199216,True,0.0,48,0.0,866.381824,notice,nan,Apache,jk2_init() Found child 6767 in scoreboard slot 7,jk2_init() Found child <*> in scoreboard slot <*>
50,direct_minio,loghub,minio,minio,False,,,0.00016400008462369442,0.06530300015583634,0.06546700024046004,True,0.0,48,0.0,866.381824,notice,nan,Apache,jk2_init() Found child 6765 in scoreboard slot 8,jk2_init() Found child <*> in scoreboard slot <*>
51,direct_minio,loghub,minio,minio,False,,,0.00016499689081683755,0.06324700370896608,0.06341200059978291,True,0.0,55,0.0,866.381824,notice,nan,Apache,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok <*>
52,direct_minio,loghub,minio,minio,False,,,0.00015499972505494952,0.060550999478437006,0.060705999203491956,True,0.0,55,0.0,866.38592,notice,nan,Apache,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok <*>
53,direct_minio,loghub,minio,minio,False,,,0.0001270018401555717,0.0610189963481389,0.06114599818829447,True,0.0,55,0.0,866.38592,notice,nan,Apache,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok <*>
54,direct_minio,loghub,minio,minio,False,,,0.00013899989426136017,0.06178000330692157,0.06191900320118293,True,0.0,55,0.0,866.38592,notice,nan,Apache,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok <*>
55,direct_minio,loghub,minio,minio,False,,,0.0001399967004545033,0.06167399988044053,0.061813996580895036,True,0.0,39,0.0,866.38592,error,nan,Apache,mod_jk child workerEnv in error state 6,mod_jk child workerEnv in error state <*>
56,direct_minio,loghub,minio,minio,False,,,0.00013799581211060286,0.06288700387813151,0.06302499969024211,True,0.0,39,0.0,866.38592,error,nan,Apache,mod_jk child workerEnv in error state 6,mod_jk child workerEnv in error state <*>
57,direct_minio,loghub,minio,minio,False,,,0.00014400575309991837,0.07607699808431789,0.07622100383741781,True,0.0,39,0.0,866.390016,error,nan,Apache,mod_jk child workerEnv in error state 7,mod_jk child workerEnv in error state <*>
58,direct_minio,loghub,minio,minio,False,,,0.00014399847714230418,0.06311100150924176,0.06325499998638406,True,0.0,39,0.0,866.390016,error,nan,Apache,mod_jk child workerEnv in error state 7,mod_jk child workerEnv in error state <*>
59,direct_minio,loghub,minio,minio,False,,,0.0001410007826052606,0.061314000049605966,0.061455000832211226,True,0.0,48,0.0,866.390016,notice,nan,Apache,jk2_init() Found child 6768 in scoreboard slot 9,jk2_init() Found child <*> in scoreboard slot <*>
60,direct_minio,loghub,minio,minio,False,,,0.00014599936548620462,0.061744998674839735,0.06189099804032594,True,0.0,55,0.0,866.390016,notice,nan,Apache,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok <*>
61,direct_minio,loghub,minio,minio,False,,,0.00015499972505494952,0.06718300573993474,0.06733800546498969,True,0.0,39,0.0,866.390016,error,nan,Apache,mod_jk child workerEnv in error state 6,mod_jk child workerEnv in error state <*>
62,direct_minio,loghub,minio,minio,False,,,0.00018399441614747047,0.06177400064188987,0.06195799505803734,True,0.0,49,0.0,866.394112,notice,nan,Apache,jk2_init() Found child 8527 in scoreboard slot 10,jk2_init() Found child <*> in scoreboard slot <*>
63,direct_minio,loghub,minio,minio,False,,,0.00016199919627979398,0.06247500277822837,0.06263700197450817,True,0.0,48,0.0,866.394112,notice,nan,Apache,jk2_init() Found child 8533 in scoreboard slot 8,jk2_init() Found child <*> in scoreboard slot <*>
64,direct_minio,loghub,minio,minio,False,,,0.00012599775800481439,0.061758997617289424,0.06188499537529424,True,0.0,55,0.0,866.394112,notice,nan,Apache,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok <*>
65,direct_minio,loghub,minio,minio,False,,,0.0001680018613114953,0.06584599759662524,0.06601399945793673,True,0.0,55,0.0,866.394112,notice,nan,Apache,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok <*>
66,direct_minio,loghub,minio,minio,False,,,0.00020599691197276115,0.06787200254620984,0.0680779994581826,True,0.0,39,0.0,866.394112,error,nan,Apache,mod_jk child workerEnv in error state 6,mod_jk child workerEnv in error state <*>
67,direct_minio,loghub,minio,minio,False,,,0.00015299883671104908,0.07484000525437295,0.074993004091084,True,0.0,39,0.0,866.402304,error,nan,Apache,mod_jk child workerEnv in error state 6,mod_jk child workerEnv in error state <*>
68,direct_minio,loghub,minio,minio,False,,,0.00015800469554960728,0.06427599873859435,0.06443400343414396,True,0.0,48,0.0,866.402304,notice,nan,Apache,jk2_init() Found child 8536 in scoreboard slot 6,jk2_init() Found child <*> in scoreboard slot <*>
69,direct_minio,loghub,minio,minio,False,,,0.00016199919627979398,0.062467996031045914,0.06262999522732571,True,0.0,48,0.0,866.402304,notice,nan,Apache,jk2_init() Found child 8539 in scoreboard slot 7,jk2_init() Found child <*> in scoreboard slot <*>
70,direct_minio,loghub,minio,minio,False,,,0.00015700061339884996,0.06369299808284268,0.06384999869624153,True,0.0,55,0.0,866.402304,notice,nan,Apache,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok <*>
71,direct_minio,loghub,minio,minio,False,,,0.00013299722922965884,0.08197299757739529,0.08210599480662495,True,0.0,55,0.0,866.402304,notice,nan,Apache,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok <*>
72,direct_minio,loghub,minio,minio,False,,,0.00013199314707890153,0.06518000009236857,0.06531199323944747,True,0.0,39,0.0,866.4064,error,nan,Apache,mod_jk child workerEnv in error state 6,mod_jk child workerEnv in error state <*>
73,direct_minio,loghub,minio,minio,False,,,0.00016099511412903666,0.0718200026312843,0.07198099774541333,True,0.0,39,0.0,866.4064,error,nan,Apache,mod_jk child workerEnv in error state 6,mod_jk child workerEnv in error state <*>
74,direct_minio,loghub,minio,minio,False,,,0.0001450025592930615,0.06500299787148833,0.0651480004307814,True,0.0,48,0.0,866.410496,notice,nan,Apache,jk2_init() Found child 8541 in scoreboard slot 9,jk2_init() Found child <*> in scoreboard slot <*>
75,direct_minio,loghub,minio,minio,False,,,0.0001489970600232482,0.06844000017736107,0.06858899723738432,True,0.0,55,0.0,866.410496,notice,nan,Apache,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok <*>
76,direct_minio,loghub,minio,minio,False,,,0.0001399967004545033,0.06532999395858496,0.06546999065903947,True,0.0,39,0.0,866.410496,error,nan,Apache,mod_jk child workerEnv in error state 6,mod_jk child workerEnv in error state <*>
77,direct_minio,loghub,minio,minio,False,,,0.00014599936548620462,0.06458099960582331,0.06472699897130951,True,0.0,49,0.0,866.414592,notice,nan,Apache,jk2_init() Found child 8547 in scoreboard slot 10,jk2_init() Found child <*> in scoreboard slot <*>
78,direct_minio,loghub,minio,minio,False,,,0.0002640008460730314,0.06848499469924718,0.06874899554532021,True,0.0,55,0.0,866.414592,notice,nan,Apache,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok <*>
79,direct_minio,loghub,minio,minio,False,,,0.00013699900591745973,0.06194900197442621,0.06208600098034367,True,0.0,39,0.0,866.414592,error,nan,Apache,mod_jk child workerEnv in error state 6,mod_jk child workerEnv in error state <*>
80,direct_minio,loghub,minio,minio,False,,,0.0001500011421740055,0.0667850035824813,0.0669350047246553,True,0.0,48,0.0,866.414592,notice,nan,Apache,jk2_init() Found child 8554 in scoreboard slot 6,jk2_init() Found child <*> in scoreboard slot <*>
81,direct_minio,loghub,minio,minio,False,,,0.00015200203051790595,0.06743199628544971,0.06758399831596762,True,0.0,48,0.0,866.418688,notice,nan,Apache,jk2_init() Found child 8553 in scoreboard slot 8,jk2_init() Found child <*> in scoreboard slot <*>
82,direct_minio,loghub,minio,minio,False,,,0.00014300167094916105,0.06393399962689728,0.06407700129784644,True,0.0,55,0.0,866.422784,notice,nan,Apache,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok <*>
83,direct_minio,loghub,minio,minio,False,,,0.00014199758879840374,0.062357001297641546,0.06249899888643995,True,0.0,55,0.0,866.422784,notice,nan,Apache,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok <*>
84,direct_minio,loghub,minio,minio,False,,,0.00015599653124809265,0.07748400093987584,0.07763999747112393,True,0.0,39,0.0,866.422784,error,nan,Apache,mod_jk child workerEnv in error state 6,mod_jk child workerEnv in error state <*>
85,direct_minio,loghub,minio,minio,False,,,0.0001579974195919931,0.06563899660250172,0.06579699402209371,True,0.0,39,0.0,866.430976,error,nan,Apache,mod_jk child workerEnv in error state 6,mod_jk child workerEnv in error state <*>
86,direct_minio,loghub,minio,minio,False,,,0.0001579974195919931,0.06230000144569203,0.062457998865284026,True,0.0,48,0.0,866.430976,notice,nan,Apache,jk2_init() Found child 8560 in scoreboard slot 7,jk2_init() Found child <*> in scoreboard slot <*>
87,direct_minio,loghub,minio,minio,False,,,0.00016600097296759486,0.062045000959187746,0.06221100193215534,True,0.0,55,0.0,866.435072,notice,nan,Apache,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok <*>
88,direct_minio,loghub,minio,minio,False,,,0.00015199475456029177,0.06323400157270953,0.06338599632726982,True,0.0,39,0.0,866.435072,error,nan,Apache,mod_jk child workerEnv in error state 6,mod_jk child workerEnv in error state <*>
89,direct_minio,loghub,minio,minio,False,,,0.00015600380720570683,0.06269600271480158,0.06285200652200729,True,0.0,48,0.0,866.439168,notice,nan,Apache,jk2_init() Found child 8565 in scoreboard slot 9,jk2_init() Found child <*> in scoreboard slot <*>
90,direct_minio,loghub,minio,minio,False,,,0.00013599492376670241,0.06426599429687485,0.06440198922064155,True,0.0,49,0.0,866.439168,notice,nan,Apache,jk2_init() Found child 8573 in scoreboard slot 10,jk2_init() Found child <*> in scoreboard slot <*>
91,direct_minio,loghub,minio,minio,False,,,0.00016400008462369442,0.06245000258786604,0.06261400267248973,True,0.0,55,0.0,866.439168,notice,nan,Apache,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok <*>
92,direct_minio,loghub,minio,minio,False,,,0.00015499972505494952,0.06145499355625361,0.06160999328130856,True,0.0,39,0.0,866.443264,error,nan,Apache,mod_jk child workerEnv in error state 6,mod_jk child workerEnv in error state <*>
93,direct_minio,loghub,minio,minio,False,,,0.00015599653124809265,0.06634300370933488,0.06649900024058297,True,0.0,55,0.0,866.443264,notice,nan,Apache,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok <*>
94,direct_minio,loghub,minio,minio,False,,,0.000166997779160738,0.09555200085742399,0.09571899863658473,True,0.0,39,0.0,866.443264,error,nan,Apache,mod_jk child workerEnv in error state 6,mod_jk child workerEnv in error state <*>
95,direct_minio,loghub,minio,minio,False,,,0.00015700061339884996,0.08404000254813582,0.08419700316153467,True,0.0,48,0.0,866.44736,notice,nan,Apache,jk2_init() Found child 8584 in scoreboard slot 7,jk2_init() Found child <*> in scoreboard slot <*>
96,direct_minio,loghub,minio,minio,False,,,0.00013699900591745973,0.0716600043233484,0.07179700332926586,True,0.0,48,0.0,866.44736,notice,nan,Apache,jk2_init() Found child 8587 in scoreboard slot 9,jk2_init() Found child <*> in scoreboard slot <*>
97,direct_minio,loghub,minio,minio,False,,,0.00015599653124809265,0.0641959995846264,0.0643519961158745,True,0.0,49,0.0,866.451456,notice,nan,Apache,jk2_init() Found child 8603 in scoreboard slot 10,jk2_init() Found child <*> in scoreboard slot <*>
98,direct_minio,loghub,minio,minio,False,,,0.00015099794836714864,0.08222500036936253,0.08237599831772968,True,0.0,48,0.0,866.451456,notice,nan,Apache,jk2_init() Found child 8605 in scoreboard slot 8,jk2_init() Found child <*> in scoreboard slot <*>
99,direct_minio,loghub,minio,minio,False,,,0.0001539956429041922,0.06315700011327863,0.06331099575618282,True,0.0,49,0.0,866.455552,notice,nan,Apache,jk2_init() Found child 8764 in scoreboard slot 10,jk2_init() Found child <*> in scoreboard slot <*>
100,direct_minio,loghub,minio,minio,False,,,0.0001629960024729371,0.06525100616272539,0.06541400216519833,True,0.0,49,0.0,866.455552,notice,nan,Apache,jk2_init() Found child 8765 in scoreboard slot 11,jk2_init() Found child <*> in scoreboard slot <*>
101,direct_minio,loghub,minio,minio,False,,,0.00016700505511835217,0.06349700561258942,0.06366401066770777,True,0.0,48,0.0,866.459648,notice,nan,Apache,jk2_init() Found child 8763 in scoreboard slot 9,jk2_init() Found child <*> in scoreboard slot <*>
102,direct_minio,loghub,minio,minio,False,,,0.00015700061339884996,0.06405799649655819,0.06421499710995704,True,0.0,48,0.0,866.463744,notice,nan,Apache,jk2_init() Found child 8744 in scoreboard slot 8,jk2_init() Found child <*> in scoreboard slot <*>
103,direct_minio,loghub,minio,minio,False,,,0.00015499972505494952,0.0622060033492744,0.062361003074329346,True,0.0,48,0.0,866.46784,notice,nan,Apache,jk2_init() Found child 8743 in scoreboard slot 7,jk2_init() Found child <*> in scoreboard slot <*>
104,direct_minio,loghub,minio,minio,False,,,0.00014399847714230418,0.061380000261124223,0.06152399873826653,True,0.0,48,0.0,866.471936,notice,nan,Apache,jk2_init() Found child 8738 in scoreboard slot 6,jk2_init() Found child <*> in scoreboard slot <*>
105,direct_minio,loghub,minio,minio,False,,,0.00014300167094916105,0.06157699681352824,0.0617199984844774,True,0.0,49,0.0,866.471936,notice,nan,Apache,jk2_init() Found child 8766 in scoreboard slot 12,jk2_init() Found child <*> in scoreboard slot <*>
106,direct_minio,loghub,minio,minio,False,,,0.00015699333744123578,0.06177799514262006,0.06193498848006129,True,0.0,55,0.0,866.471936,notice,nan,Apache,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok <*>
107,direct_minio,loghub,minio,minio,False,,,0.00016799458535388112,0.06497000140370801,0.06513799598906189,True,0.0,39,0.0,866.476032,error,nan,Apache,mod_jk child workerEnv in error state 7,mod_jk child workerEnv in error state <*>
108,direct_minio,loghub,minio,minio,False,,,0.00012900272849947214,0.06197999755386263,0.0621090002823621,True,0.0,55,0.0,866.476032,notice,nan,Apache,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok <*>
109,direct_minio,loghub,minio,minio,False,,,0.00016799458535388112,0.061571998230647296,0.06173999281600118,True,0.0,39,0.0,866.476032,error,nan,Apache,mod_jk child workerEnv in error state 6,mod_jk child workerEnv in error state <*>
110,direct_minio,loghub,minio,minio,False,,,0.00023900065571069717,0.1021229982143268,0.1023619988700375,True,0.0,55,0.0,866.476032,notice,nan,Apache,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok <*>
111,direct_minio,loghub,minio,minio,False,,,0.0003090026439167559,0.07309499778784811,0.07340400043176487,True,0.0,39,0.0,866.480128,error,nan,Apache,mod_jk child workerEnv in error state 7,mod_jk child workerEnv in error state <*>
112,direct_minio,loghub,minio,minio,False,,,0.00017099955584853888,0.06864000170025975,0.06881100125610828,True,0.0,55,0.0,866.484224,notice,nan,Apache,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok <*>
113,direct_minio,loghub,minio,minio,False,,,0.00015200203051790595,0.06338299863273278,0.06353500066325068,True,0.0,39,0.0,866.48832,error,nan,Apache,mod_jk child workerEnv in error state 7,mod_jk child workerEnv in error state <*>
114,direct_minio,loghub,minio,minio,False,,,0.00015299883671104908,0.060681995819322765,0.060834994656033814,True,0.0,55,0.0,866.492416,notice,nan,Apache,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok <*>
115,direct_minio,loghub,minio,minio,False,,,0.00015499972505494952,0.05967500328551978,0.05983000301057473,True,0.0,39,0.0,866.492416,error,nan,Apache,mod_jk child workerEnv in error state 7,mod_jk child workerEnv in error state <*>
