LogID,Level,Component,LogSource,Content,EventTemplate,clickhouse_latency,minio_latency,clickhouse_energy,minio_energy,latency_diff,severity,has_errors,is_security,best_backend,routing_reason
19,notice,,Apache,jk2_init() Found child 6740 in scoreboard slot 7,jk2_init() Found child <*> in scoreboard slot <*>,3.99889000254916,0.0554329963051714,0.0,0.0,3.9434570062439884,0,0,0,minio,energy_efficient
20,notice,,Apache,jk2_init() Found child 6737 in scoreboard slot 8,jk2_init() Found child <*> in scoreboard slot <*>,4.443814003025182,0.0558329993509687,0.0,0.0,4.387981003674213,0,0,0,minio,energy_efficient
21,notice,,Apache,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok <*>,8.877319000021089,0.0542359994142316,0.0,0.0,8.823083000606857,0,0,0,minio,energy_efficient
22,notice,,Apache,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok <*>,4.689490000600927,0.0565210066270083,0.0,0.0,4.632968993973918,0,0,0,minio,energy_efficient
23,notice,,Apache,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok <*>,4.655994001950603,0.0547460003872402,0.030225730125,0.0,4.601248001563363,0,0,0,minio,energy_efficient
24,error,,Apache,mod_jk child workerEnv in error state 6,mod_jk child workerEnv in error state <*>,4.398524004500359,0.0546459996257908,0.0,0.0,4.343878004874568,2,1,0,clickhouse,high_priority
25,error,,Apache,mod_jk child workerEnv in error state 7,mod_jk child workerEnv in error state <*>,5.785809000371955,0.0673129979986697,0.0,0.0,5.718496002373286,2,1,0,clickhouse,high_priority
26,error,,Apache,mod_jk child workerEnv in error state 7,mod_jk child workerEnv in error state <*>,4.47067499771947,0.0553650024812668,0.0,0.0,4.4153099952382036,2,1,0,clickhouse,high_priority
27,notice,,Apache,jk2_init() Found child 6748 in scoreboard slot 6,jk2_init() Found child <*> in scoreboard slot <*>,4.555653002171312,0.0568560062674805,0.0,0.0,4.498796995903832,0,0,0,minio,energy_efficient
28,notice,,Apache,jk2_init() Found child 6744 in scoreboard slot 10,jk2_init() Found child <*> in scoreboard slot <*>,5.837484000949189,0.054760996135883,0.0257015583749999,0.0,5.782723004813306,0,0,0,minio,energy_efficient
29,notice,,Apache,jk2_init() Found child 6745 in scoreboard slot 8,jk2_init() Found child <*> in scoreboard slot <*>,3.975904000981245,0.0552339988644234,0.0,0.0,3.9206700021168217,0,0,0,minio,energy_efficient
30,notice,,Apache,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok <*>,3.8904059983906336,0.0570159972994588,0.0,0.0,3.833390001091175,0,0,0,minio,energy_efficient
31,notice,,Apache,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok <*>,4.082535997440573,0.0546899973414838,0.0,0.0,4.027846000099089,0,0,0,minio,energy_efficient
32,error,,Apache,mod_jk child workerEnv in error state 7,mod_jk child workerEnv in error state <*>,6.660186998487916,0.0549399992451071,0.0,0.0,6.605246999242809,2,1,0,clickhouse,high_priority
33,error,,Apache,mod_jk child workerEnv in error state 6,mod_jk child workerEnv in error state <*>,4.670599999371916,0.0549239994143135,0.0,0.0,4.6156759999576025,2,1,0,clickhouse,high_priority
34,notice,,Apache,jk2_init() Found child 6750 in scoreboard slot 7,jk2_init() Found child <*> in scoreboard slot <*>,4.0731679982854985,0.0549350006622262,0.0277770025,0.0,4.018232997623272,0,0,0,minio,energy_efficient
35,notice,,Apache,jk2_init() Found child 6751 in scoreboard slot 9,jk2_init() Found child <*> in scoreboard slot <*>,3.947781995520927,0.0577730024815537,0.0,0.0,3.8900089930393733,0,0,0,minio,energy_efficient
36,notice,,Apache,jk2_init() Found child 6752 in scoreboard slot 10,jk2_init() Found child <*> in scoreboard slot <*>,4.051260002597701,0.0575330050196498,0.0,0.0,3.993726997578051,0,0,0,minio,energy_efficient
37,notice,,Apache,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok <*>,3.814139003225137,0.0563509966013953,0.0,0.0,3.7577880066237417,0,0,0,minio,energy_efficient
38,notice,,Apache,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok <*>,4.295412996725645,0.0580010018893517,0.0,0.0,4.237411994836293,0,0,0,minio,energy_efficient
39,error,,Apache,mod_jk child workerEnv in error state 7,mod_jk child workerEnv in error state <*>,4.159755000728183,0.0543330024811439,0.0,0.0,4.1054219982470395,2,1,0,clickhouse,high_priority
40,error,,Apache,mod_jk child workerEnv in error state 6,mod_jk child workerEnv in error state <*>,4.268163000233471,0.0563089997740462,0.0306348447499999,0.0,4.211854000459425,2,1,0,clickhouse,high_priority
41,notice,,Apache,jk2_init() Found child 6754 in scoreboard slot 8,jk2_init() Found child <*> in scoreboard slot <*>,4.08457300363807,0.0756680019549094,0.0,0.0,4.008905001683161,0,0,0,minio,energy_efficient
42,notice,,Apache,jk2_init() Found child 6755 in scoreboard slot 6,jk2_init() Found child <*> in scoreboard slot <*>,4.082612998900004,0.0620150021859444,0.0,0.0,4.020597996714059,0,0,0,minio,energy_efficient
43,notice,,Apache,jk2_init() Found child 6756 in scoreboard slot 7,jk2_init() Found child <*> in scoreboard slot <*>,3.802712002652697,0.0604400047450326,0.0,0.0,3.742271997907664,0,0,0,minio,energy_efficient
44,notice,,Apache,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok <*>,5.868141000973992,0.0600319981458596,0.0,0.0,5.808109002828132,0,0,0,minio,energy_efficient
45,error,,Apache,mod_jk child workerEnv in error state 7,mod_jk child workerEnv in error state <*>,4.163442994467914,0.1521489975857548,0.0,0.0,4.011293996882159,2,1,0,clickhouse,high_priority
46,notice,,Apache,jk2_init() Found child 6763 in scoreboard slot 10,jk2_init() Found child <*> in scoreboard slot <*>,4.186442005448043,0.0708460065652616,0.0302461024999999,0.0,4.115595998882782,0,0,0,minio,energy_efficient
47,notice,,Apache,jk2_init() Found child 6766 in scoreboard slot 6,jk2_init() Found child <*> in scoreboard slot <*>,4.08369000069797,0.0617229961790144,0.0,0.0,4.021967004518956,0,0,0,minio,energy_efficient
48,notice,,Apache,jk2_init() Found child 6767 in scoreboard slot 7,jk2_init() Found child <*> in scoreboard slot <*>,3.945687996747438,0.0665949992253445,0.0,0.0,3.8790929975220934,0,0,0,minio,energy_efficient
49,notice,,Apache,jk2_init() Found child 6765 in scoreboard slot 8,jk2_init() Found child <*> in scoreboard slot <*>,4.148207000980619,0.0653030001558363,0.0,0.0,4.082904000824783,0,0,0,minio,energy_efficient
50,notice,,Apache,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok <*>,7.85634400381241,0.063247003708966,0.0,0.0,7.793097000103444,0,0,0,minio,energy_efficient
51,notice,,Apache,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok <*>,7.876998002757318,0.060550999478437,0.0,0.0,7.816447003278881,0,0,0,minio,energy_efficient
52,notice,,Apache,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok <*>,6.064573994081002,0.0610189963481389,0.0,0.0,6.003554997732863,0,0,0,minio,energy_efficient
53,notice,,Apache,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok <*>,5.853816001035739,0.0617800033069215,0.0,0.0,5.792035997728817,0,0,0,minio,energy_efficient
54,error,,Apache,mod_jk child workerEnv in error state 6,mod_jk child workerEnv in error state <*>,4.790197999682277,0.0616739998804405,0.0,0.0,4.728523999801837,2,1,0,clickhouse,high_priority
55,error,,Apache,mod_jk child workerEnv in error state 6,mod_jk child workerEnv in error state <*>,4.821870003070217,0.0628870038781315,0.0,0.0,4.758982999192085,2,1,0,clickhouse,high_priority
56,error,,Apache,mod_jk child workerEnv in error state 7,mod_jk child workerEnv in error state <*>,4.9906429994734935,0.0760769980843178,0.0,0.0,4.914566001389176,2,1,0,clickhouse,high_priority
57,error,,Apache,mod_jk child workerEnv in error state 7,mod_jk child workerEnv in error state <*>,6.279045999690425,0.0631110015092417,0.0,0.0,6.215934998181183,2,1,0,clickhouse,high_priority
58,notice,,Apache,jk2_init() Found child 6768 in scoreboard slot 9,jk2_init() Found child <*> in scoreboard slot <*>,4.651727998862043,0.0613140000496059,0.0218960939999999,0.0,4.590413998812437,0,0,0,minio,energy_efficient
59,notice,,Apache,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok <*>,4.191039995930623,0.0617449986748397,0.0,0.0,4.1292949972557835,0,0,0,minio,energy_efficient
60,error,,Apache,mod_jk child workerEnv in error state 6,mod_jk child workerEnv in error state <*>,4.179046001809184,0.0671830057399347,0.0,0.0,4.11186299606925,2,1,0,clickhouse,high_priority
61,notice,,Apache,jk2_init() Found child 8527 in scoreboard slot 10,jk2_init() Found child <*> in scoreboard slot <*>,4.340296000009403,0.0617740006418898,0.0,0.0,4.278521999367513,0,0,0,minio,energy_efficient
62,notice,,Apache,jk2_init() Found child 8533 in scoreboard slot 8,jk2_init() Found child <*> in scoreboard slot <*>,3.92018700222252,0.0624750027782283,0.0,0.0,3.8577119994442914,0,0,0,minio,energy_efficient
63,notice,,Apache,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok <*>,4.105897998670116,0.0617589976172894,0.0212094674999999,0.0,4.044139001052827,0,0,0,minio,energy_efficient
64,notice,,Apache,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok <*>,4.675292999309022,0.0658459975966252,0.0,0.0,4.609447001712397,0,0,0,minio,energy_efficient
65,error,,Apache,mod_jk child workerEnv in error state 6,mod_jk child workerEnv in error state <*>,4.202723997877911,0.0678720025462098,0.0,0.0,4.134851995331701,2,1,0,clickhouse,high_priority
66,error,,Apache,mod_jk child workerEnv in error state 6,mod_jk child workerEnv in error state <*>,4.264294999302365,0.0748400052543729,0.0,0.0,4.189454994047992,2,1,0,clickhouse,high_priority
67,notice,,Apache,jk2_init() Found child 8536 in scoreboard slot 6,jk2_init() Found child <*> in scoreboard slot <*>,4.347013993537985,0.0642759987385943,0.0,0.0,4.28273799479939,0,0,0,minio,energy_efficient
68,notice,,Apache,jk2_init() Found child 8539 in scoreboard slot 7,jk2_init() Found child <*> in scoreboard slot <*>,6.053668999811634,0.0624679960310459,0.0,0.0,5.9912010037805885,0,0,0,minio,energy_efficient
69,notice,,Apache,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok <*>,7.536991004599258,0.0636929980828426,0.0352426515,0.0,7.473298006516416,0,0,0,minio,energy_efficient
70,notice,,Apache,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok <*>,4.740930999105331,0.0819729975773952,0.0,0.0,4.658958001527935,0,0,0,minio,energy_efficient
71,error,,Apache,mod_jk child workerEnv in error state 6,mod_jk child workerEnv in error state <*>,6.708109998726286,0.0651800000923685,0.0,0.0,6.642929998633917,2,1,0,clickhouse,high_priority
72,error,,Apache,mod_jk child workerEnv in error state 6,mod_jk child workerEnv in error state <*>,4.488906000915449,0.0718200026312843,0.0,0.0,4.417085998284165,2,1,0,clickhouse,high_priority
73,notice,,Apache,jk2_init() Found child 8541 in scoreboard slot 9,jk2_init() Found child <*> in scoreboard slot <*>,4.162245000770781,0.0650029978714883,0.0,0.0,4.097242002899293,0,0,0,minio,energy_efficient
74,notice,,Apache,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok <*>,4.082391998963431,0.068440000177361,0.0,0.0,4.01395199878607,0,0,0,minio,energy_efficient
75,error,,Apache,mod_jk child workerEnv in error state 6,mod_jk child workerEnv in error state <*>,4.765335004776716,0.0653299939585849,0.030075766,0.0,4.700005010818131,2,1,0,clickhouse,high_priority
76,notice,,Apache,jk2_init() Found child 8547 in scoreboard slot 10,jk2_init() Found child <*> in scoreboard slot <*>,4.523376002907753,0.0645809996058233,0.0,0.0,4.45879500330193,0,0,0,minio,energy_efficient
77,notice,,Apache,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok <*>,6.922947999555618,0.0684849946992471,0.0,0.0,6.85446300485637,0,0,0,minio,energy_efficient
78,error,,Apache,mod_jk child workerEnv in error state 6,mod_jk child workerEnv in error state <*>,4.427230000146665,0.0619490019744262,0.0,0.0,4.3652809981722385,2,1,0,clickhouse,high_priority
79,notice,,Apache,jk2_init() Found child 8554 in scoreboard slot 6,jk2_init() Found child <*> in scoreboard slot <*>,4.206548001093324,0.0667850035824813,0.0,0.0,4.139762997510843,0,0,0,minio,energy_efficient
80,notice,,Apache,jk2_init() Found child 8553 in scoreboard slot 8,jk2_init() Found child <*> in scoreboard slot <*>,6.469842002843507,0.0674319962854497,0.0,0.0,6.402410006558057,0,0,0,minio,energy_efficient
81,notice,,Apache,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok <*>,5.344443998183124,0.0639339996268972,0.03277496625,0.0,5.2805099985562265,0,0,0,minio,energy_efficient
82,notice,,Apache,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok <*>,6.219330993189942,0.0623570012976415,0.0,0.0,6.1569739918923005,0,0,0,minio,energy_efficient
83,error,,Apache,mod_jk child workerEnv in error state 6,mod_jk child workerEnv in error state <*>,4.083674000867177,0.0774840009398758,0.0,0.0,4.006189999927301,2,1,0,clickhouse,high_priority
84,error,,Apache,mod_jk child workerEnv in error state 6,mod_jk child workerEnv in error state <*>,4.160521006269846,0.0656389966025017,0.0,0.0,4.094882009667344,2,1,0,clickhouse,high_priority
85,notice,,Apache,jk2_init() Found child 8560 in scoreboard slot 7,jk2_init() Found child <*> in scoreboard slot <*>,4.09420499636326,0.062300001445692,0.0,0.0,4.031904994917568,0,0,0,minio,energy_efficient
86,notice,,Apache,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok <*>,7.307912004762329,0.0620450009591877,0.029583312,0.0,7.245867003803141,0,0,0,minio,energy_efficient
87,error,,Apache,mod_jk child workerEnv in error state 6,mod_jk child workerEnv in error state <*>,7.274950003193226,0.0632340015727095,0.0334524808749999,0.0,7.211716001620516,2,1,0,clickhouse,high_priority
88,notice,,Apache,jk2_init() Found child 8565 in scoreboard slot 9,jk2_init() Found child <*> in scoreboard slot <*>,4.773838001710828,0.0626960027148015,0.0,0.0,4.711141998996027,0,0,0,minio,energy_efficient
89,notice,,Apache,jk2_init() Found child 8573 in scoreboard slot 10,jk2_init() Found child <*> in scoreboard slot <*>,4.544449002423789,0.0642659942968748,0.0,0.0,4.4801830081269145,0,0,0,minio,energy_efficient
90,notice,,Apache,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok <*>,4.308777999540325,0.062450002587866,0.0,0.0,4.246327996952459,0,0,0,minio,energy_efficient
91,error,,Apache,mod_jk child workerEnv in error state 6,mod_jk child workerEnv in error state <*>,5.185795002034865,0.0614549935562536,0.0,0.0,5.124340008478612,2,1,0,clickhouse,high_priority
92,notice,,Apache,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok <*>,9.616431998438202,0.0663430037093348,0.0,0.0,9.550088994728867,0,0,0,minio,energy_efficient
93,error,,Apache,mod_jk child workerEnv in error state 6,mod_jk child workerEnv in error state <*>,4.430446002515964,0.0955520008574239,0.0,0.0,4.33489400165854,2,1,0,clickhouse,high_priority
94,notice,,Apache,jk2_init() Found child 8584 in scoreboard slot 7,jk2_init() Found child <*> in scoreboard slot <*>,5.092963001516182,0.0840400025481358,0.0,0.0,5.008922998968046,0,0,0,minio,energy_efficient
95,notice,,Apache,jk2_init() Found child 8587 in scoreboard slot 9,jk2_init() Found child <*> in scoreboard slot <*>,4.34341899381252,0.0716600043233484,0.027872018625,0.0,4.271758989489172,0,0,0,minio,energy_efficient
96,notice,,Apache,jk2_init() Found child 8603 in scoreboard slot 10,jk2_init() Found child <*> in scoreboard slot <*>,4.593382000166457,0.0641959995846264,0.0,0.0,4.529186000581831,0,0,0,minio,energy_efficient
97,notice,,Apache,jk2_init() Found child 8605 in scoreboard slot 8,jk2_init() Found child <*> in scoreboard slot <*>,4.372181996586733,0.0822250003693625,0.0,0.0,4.28995699621737,0,0,0,minio,energy_efficient
98,notice,,Apache,jk2_init() Found child 8764 in scoreboard slot 10,jk2_init() Found child <*> in scoreboard slot <*>,4.9992780041066,0.0631570001132786,0.0,0.0,4.936121003993321,0,0,0,minio,energy_efficient
99,notice,,Apache,jk2_init() Found child 8765 in scoreboard slot 11,jk2_init() Found child <*> in scoreboard slot <*>,5.749413001467474,0.0652510061627253,0.0,0.0,5.684161995304748,0,0,0,minio,energy_efficient
100,notice,,Apache,jk2_init() Found child 8763 in scoreboard slot 9,jk2_init() Found child <*> in scoreboard slot <*>,5.818610996357165,0.0634970056125894,0.0335382125,0.0,5.755113990744576,0,0,0,minio,energy_efficient
101,notice,,Apache,jk2_init() Found child 8744 in scoreboard slot 8,jk2_init() Found child <*> in scoreboard slot <*>,8.010956000362057,0.0640579964965581,0.0,0.0,7.946898003865499,0,0,0,minio,energy_efficient
102,notice,,Apache,jk2_init() Found child 8743 in scoreboard slot 7,jk2_init() Found child <*> in scoreboard slot <*>,4.751011998450849,0.0622060033492744,0.0,0.0,4.688805995101575,0,0,0,minio,energy_efficient
103,notice,,Apache,jk2_init() Found child 8738 in scoreboard slot 6,jk2_init() Found child <*> in scoreboard slot <*>,5.102590999740642,0.0613800002611242,0.0,0.0,5.041210999479517,0,0,0,minio,energy_efficient
104,notice,,Apache,jk2_init() Found child 8766 in scoreboard slot 12,jk2_init() Found child <*> in scoreboard slot <*>,4.906098998617381,0.0615769968135282,0.0246802062499999,0.0,4.844522001803853,0,0,0,minio,energy_efficient
105,notice,,Apache,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok <*>,4.411996000271756,0.06177799514262,0.0,0.0,4.350218005129136,0,0,0,minio,energy_efficient
106,error,,Apache,mod_jk child workerEnv in error state 7,mod_jk child workerEnv in error state <*>,4.097335004189517,0.064970001403708,0.0,0.0,4.032365002785809,2,1,0,clickhouse,high_priority
107,notice,,Apache,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok <*>,4.075509998074267,0.0619799975538626,0.0,0.0,4.013530000520404,0,0,0,minio,energy_efficient
108,error,,Apache,mod_jk child workerEnv in error state 6,mod_jk child workerEnv in error state <*>,3.893392000463791,0.0615719982306472,0.0,0.0,3.831820002233144,2,1,0,clickhouse,high_priority
109,notice,,Apache,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok <*>,3.936705004889518,0.1021229982143268,0.0,0.0,3.8345820066751912,0,0,0,minio,energy_efficient
110,error,,Apache,mod_jk child workerEnv in error state 7,mod_jk child workerEnv in error state <*>,3.897716000210494,0.0730949977878481,0.0291378299999999,0.0,3.8246210024226457,2,1,0,clickhouse,high_priority
111,notice,,Apache,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok <*>,4.219831003865693,0.0686400017002597,0.0,0.0,4.151191002165433,0,0,0,minio,energy_efficient
112,error,,Apache,mod_jk child workerEnv in error state 7,mod_jk child workerEnv in error state <*>,4.435501999978442,0.0633829986327327,0.0,0.0,4.372119001345709,2,1,0,clickhouse,high_priority
113,notice,,Apache,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok <*>,3.900946001522243,0.0606819958193227,0.0,0.0,3.8402640057029203,0,0,0,minio,energy_efficient
114,error,,Apache,mod_jk child workerEnv in error state 7,mod_jk child workerEnv in error state <*>,3.850763001537416,0.0596750032855197,0.0,0.0,3.7910879982518964,2,1,0,clickhouse,high_priority
115,notice,,Apache,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok <*>,4.03683100012131,0.0615169992670416,0.0,0.0,3.9753140008542687,0,0,0,minio,energy_efficient
116,error,,Apache,mod_jk child workerEnv in error state 6,mod_jk child workerEnv in error state <*>,3.917150999768637,0.0598680053371936,0.026265505625,0.0,3.8572829944314435,2,1,0,clickhouse,high_priority
117,notice,,Apache,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok <*>,6.135736999567598,0.0606440007686615,0.0,0.0,6.075092998798937,0,0,0,minio,energy_efficient
118,error,,Apache,mod_jk child workerEnv in error state 6,mod_jk child workerEnv in error state <*>,4.702887003077194,0.0618729973211884,0.0,0.0,4.641014005756006,2,1,0,clickhouse,high_priority
119,notice,,Apache,jk2_init() Found child 25792 in scoreboard slot 6,jk2_init() Found child <*> in scoreboard slot <*>,4.236702006892301,0.0599749982939101,0.0,0.0,4.176727008598391,0,0,0,minio,energy_efficient
120,notice,,Apache,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok <*>,4.093033996468876,0.0661390004097484,0.0,0.0,4.026894996059127,0,0,0,minio,energy_efficient
121,error,,Apache,mod_jk child workerEnv in error state 6,mod_jk child workerEnv in error state <*>,4.487348996917717,0.0613170050201006,0.0,0.0,4.4260319918976165,2,1,0,clickhouse,high_priority
122,notice,,Apache,jk2_init() Found child 25798 in scoreboard slot 7,jk2_init() Found child <*> in scoreboard slot <*>,6.761085001926404,0.0628229972789995,0.021759456875,0.0,6.698262004647405,0,0,0,minio,energy_efficient
123,notice,,Apache,jk2_init() Found child 25803 in scoreboard slot 8,jk2_init() Found child <*> in scoreboard slot <*>,4.1957110006478615,0.0600589992245659,0.0,0.0,4.135652001423296,0,0,0,minio,energy_efficient
124,notice,,Apache,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok <*>,4.255023995938245,0.0682700047036632,0.0,0.0,4.186753991234582,0,0,0,minio,energy_efficient
125,error,,Apache,mod_jk child workerEnv in error state 6,mod_jk child workerEnv in error state <*>,3.9523259983980097,0.0662259990349412,0.0,0.0,3.8860999993630685,2,1,0,clickhouse,high_priority
126,notice,,Apache,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok <*>,3.8899430001038127,0.0610560018685646,0.0,0.0,3.828886998235248,0,0,0,minio,energy_efficient
127,error,,Apache,mod_jk child workerEnv in error state 6,mod_jk child workerEnv in error state <*>,4.03024200204527,0.0603559965384192,0.0,0.0,3.969886005506851,2,1,0,clickhouse,high_priority
128,notice,,Apache,jk2_init() Found child 25805 in scoreboard slot 9,jk2_init() Found child <*> in scoreboard slot <*>,4.596163002133835,0.0607070032856427,0.0273223325,0.0,4.535455998848192,0,0,0,minio,energy_efficient
129,notice,,Apache,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok <*>,6.27546499890741,0.0779420006438158,0.0,0.0,6.197522998263594,0,0,0,minio,energy_efficient
130,error,,Apache,mod_jk child workerEnv in error state 6,mod_jk child workerEnv in error state <*>,4.015364000224508,0.0627960034762509,0.0,0.0,3.9525679967482574,2,1,0,clickhouse,high_priority
131,error,,Apache,[client 222.166.160.184] Directory index forbidden by rule: /var/www/html/,[client <*>] Directory index forbidden by rule: <*>,3.943514995626174,0.065464002545923,0.0,0.0,3.878050993080251,2,0,0,clickhouse,high_priority
132,notice,,Apache,jk2_init() Found child 1000 in scoreboard slot 10,jk2_init() Found child <*> in scoreboard slot <*>,4.04864500160329,0.0619700003881007,0.0,0.0,3.9866750012151897,0,0,0,minio,energy_efficient
133,notice,,Apache,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok <*>,4.001702000095975,0.0697569994372315,0.0,0.0,3.931945000658743,0,0,0,minio,energy_efficient
134,error,,Apache,mod_jk child workerEnv in error state 6,mod_jk child workerEnv in error state <*>,4.047330003231764,0.0647830020170658,0.0247534012499999,0.0,3.982547001214698,2,1,0,clickhouse,high_priority
