log_id,router,dataset_name,destination,raw_destination,sensitive,blockchain_hash,blockchain_tx_hash,routing_latency_ms,backend_write_latency_ms,total_latency_ms,success,energy_cpu_pkg_j,payload_bytes,proc_cpu_pct,proc_rss_mb,level,component,log_source,content,event_template
27,direct_clickhouse,loghub,clickhouse,clickhouse,False,,,0.0004299945430830121,4.47067499771947,4.471104992262553,True,0.0,39,0.0,858.50112,error,nan,Apache,mod_jk child workerEnv in error state 7,mod_jk child workerEnv in error state <*>
28,direct_clickhouse,loghub,clickhouse,clickhouse,False,,,0.00046000059228390455,4.5556530021713115,4.556113002763595,True,0.0,48,0.0,858.50112,notice,nan,Apache,jk2_init() Found child 6748 in scoreboard slot 6,jk2_init() Found child <*> in scoreboard slot <*>
29,direct_clickhouse,loghub,clickhouse,clickhouse,False,,,0.0007939961506053805,5.837484000949189,5.8382779970997944,True,0.025701558374999996,49,0.0,858.509312,notice,nan,Apache,jk2_init() Found child 6744 in scoreboard slot 10,jk2_init() Found child <*> in scoreboard slot <*>
30,direct_clickhouse,loghub,clickhouse,clickhouse,False,,,0.0003349996404722333,3.975904000981245,3.9762390006217174,True,0.0,48,0.0,858.513408,notice,nan,Apache,jk2_init() Found child 6745 in scoreboard slot 8,jk2_init() Found child <*> in scoreboard slot <*>
31,direct_clickhouse,loghub,clickhouse,clickhouse,False,,,0.00039300357457250357,3.8904059983906336,3.890799001965206,True,0.0,55,0.0,858.513408,notice,nan,Apache,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok <*>
32,direct_clickhouse,loghub,clickhouse,clickhouse,False,,,0.0003320019459351897,4.082535997440573,4.082867999386508,True,0.0,55,0.0,858.513408,notice,nan,Apache,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok <*>
33,direct_clickhouse,loghub,clickhouse,clickhouse,False,,,0.0004710018401965499,6.660186998487916,6.660658000328112,True,0.0,39,0.0,858.513408,error,nan,Apache,mod_jk child workerEnv in error state 7,mod_jk child workerEnv in error state <*>
34,direct_clickhouse,loghub,clickhouse,clickhouse,False,,,0.00041000021155923605,4.670599999371916,4.671009999583475,True,0.0,39,0.0,858.513408,error,nan,Apache,mod_jk child workerEnv in error state 6,mod_jk child workerEnv in error state <*>
35,direct_clickhouse,loghub,clickhouse,clickhouse,False,,,0.0005379988579079509,4.0731679982854985,4.073705997143406,True,0.027777002500000005,48,0.0,858.513408,notice,nan,Apache,jk2_init() Found child 6750 in scoreboard slot 7,jk2_init() Found child <*> in scoreboard slot <*>
36,direct_clickhouse,loghub,clickhouse,clickhouse,False,,,0.0002680026227608323,3.947781995520927,3.948049998143688,True,0.0,48,0.0,858.517504,notice,nan,Apache,jk2_init() Found child 6751 in scoreboard slot 9,jk2_init() Found child <*> in scoreboard slot <*>
37,direct_clickhouse,loghub,clickhouse,clickhouse,False,,,0.0004530011210590601,4.051260002597701,4.05171300371876,True,0.0,49,0.0,858.517504,notice,nan,Apache,jk2_init() Found child 6752 in scoreboard slot 10,jk2_init() Found child <*> in scoreboard slot <*>
38,direct_clickhouse,loghub,clickhouse,clickhouse,False,,,0.0003580062184482813,3.8141390032251365,3.814497009443585,True,0.0,55,0.0,858.517504,notice,nan,Apache,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok <*>
39,direct_clickhouse,loghub,clickhouse,clickhouse,False,,,0.0003489985829219222,4.295412996725645,4.295761995308567,True,0.0,55,0.0,858.517504,notice,nan,Apache,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok <*>
40,direct_clickhouse,loghub,clickhouse,clickhouse,False,,,0.0008580027497373521,4.1597550007281825,4.16061300347792,True,0.0,39,0.0,858.517504,error,nan,Apache,mod_jk child workerEnv in error state 7,mod_jk child workerEnv in error state <*>
41,direct_clickhouse,loghub,clickhouse,clickhouse,False,,,0.0005100009730085731,4.268163000233471,4.26867300120648,True,0.030634844749999997,39,0.0,858.5216,error,nan,Apache,mod_jk child workerEnv in error state 6,mod_jk child workerEnv in error state <*>
42,direct_clickhouse,loghub,clickhouse,clickhouse,False,,,0.0004070025170221925,4.08457300363807,4.084980006155092,True,0.0,48,0.0,858.5216,notice,nan,Apache,jk2_init() Found child 6754 in scoreboard slot 8,jk2_init() Found child <*> in scoreboard slot <*>
43,direct_clickhouse,loghub,clickhouse,clickhouse,False,,,0.0005600013537332416,4.082612998900004,4.083173000253737,True,0.0,48,0.0,858.5216,notice,nan,Apache,jk2_init() Found child 6755 in scoreboard slot 6,jk2_init() Found child <*> in scoreboard slot <*>
44,direct_clickhouse,loghub,clickhouse,clickhouse,False,,,0.00031100353226065636,3.8027120026526973,3.803023006184958,True,0.0,48,0.0,858.529792,notice,nan,Apache,jk2_init() Found child 6756 in scoreboard slot 7,jk2_init() Found child <*> in scoreboard slot <*>
45,direct_clickhouse,loghub,clickhouse,clickhouse,False,,,0.0003809982445091009,5.868141000973992,5.868521999218501,True,0.0,55,0.0,858.529792,notice,nan,Apache,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok <*>
46,direct_clickhouse,loghub,clickhouse,clickhouse,False,,,0.0007199996616691351,4.163442994467914,4.164162994129583,True,0.0,39,0.0,858.529792,error,nan,Apache,mod_jk child workerEnv in error state 7,mod_jk child workerEnv in error state <*>
47,direct_clickhouse,loghub,clickhouse,clickhouse,False,,,0.0004579997039400041,4.186442005448043,4.186900005151983,True,0.030246102499999997,49,0.0,858.529792,notice,nan,Apache,jk2_init() Found child 6763 in scoreboard slot 10,jk2_init() Found child <*> in scoreboard slot <*>
48,direct_clickhouse,loghub,clickhouse,clickhouse,False,,,0.00040500162867829204,4.08369000069797,4.084095002326649,True,0.0,48,0.0,858.529792,notice,nan,Apache,jk2_init() Found child 6766 in scoreboard slot 6,jk2_init() Found child <*> in scoreboard slot <*>
49,direct_clickhouse,loghub,clickhouse,clickhouse,False,,,0.0005710026016458869,3.945687996747438,3.9462589993490838,True,0.0,48,0.0,858.529792,notice,nan,Apache,jk2_init() Found child 6767 in scoreboard slot 7,jk2_init() Found child <*> in scoreboard slot <*>
50,direct_clickhouse,loghub,clickhouse,clickhouse,False,,,0.0004300018190406263,4.148207000980619,4.14863700279966,True,0.0,48,0.0,858.533888,notice,nan,Apache,jk2_init() Found child 6765 in scoreboard slot 8,jk2_init() Found child <*> in scoreboard slot <*>
51,direct_clickhouse,loghub,clickhouse,clickhouse,False,,,0.0006529953680001199,7.85634400381241,7.85699699918041,True,0.0,55,0.0,858.537984,notice,nan,Apache,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok <*>
52,direct_clickhouse,loghub,clickhouse,clickhouse,False,,,0.000667001586407423,7.876998002757318,7.877665004343726,True,0.0,55,12956.9,858.537984,notice,nan,Apache,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok <*>
53,direct_clickhouse,loghub,clickhouse,clickhouse,False,,,0.000643995008431375,6.064573994081002,6.065217989089433,True,0.0,55,0.0,858.537984,notice,nan,Apache,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok <*>
54,direct_clickhouse,loghub,clickhouse,clickhouse,False,,,0.0006510017556138337,5.853816001035739,5.854467002791353,True,0.0,55,0.0,858.537984,notice,nan,Apache,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok <*>
55,direct_clickhouse,loghub,clickhouse,clickhouse,False,,,0.0010219955584034324,4.790197999682277,4.791219995240681,True,0.0,39,0.0,858.537984,error,nan,Apache,mod_jk child workerEnv in error state 6,mod_jk child workerEnv in error state <*>
56,direct_clickhouse,loghub,clickhouse,clickhouse,False,,,0.0004989997250959277,4.821870003070217,4.8223690027953126,True,0.0,39,0.0,858.54208,error,nan,Apache,mod_jk child workerEnv in error state 6,mod_jk child workerEnv in error state <*>
57,direct_clickhouse,loghub,clickhouse,clickhouse,False,,,0.0005199981387704611,4.9906429994734935,4.991162997612264,True,0.0,39,0.0,858.546176,error,nan,Apache,mod_jk child workerEnv in error state 7,mod_jk child workerEnv in error state <*>
58,direct_clickhouse,loghub,clickhouse,clickhouse,False,,,0.00030099909054115415,6.279045999690425,6.279346998780966,True,0.0,39,0.0,858.546176,error,nan,Apache,mod_jk child workerEnv in error state 7,mod_jk child workerEnv in error state <*>
59,direct_clickhouse,loghub,clickhouse,clickhouse,False,,,0.00037800054997205734,4.651727998862043,4.652105999412015,True,0.021896093999999998,48,0.0,858.546176,notice,nan,Apache,jk2_init() Found child 6768 in scoreboard slot 9,jk2_init() Found child <*> in scoreboard slot <*>
60,direct_clickhouse,loghub,clickhouse,clickhouse,False,,,0.000395004462916404,4.191039995930623,4.19143500039354,True,0.0,55,0.0,858.550272,notice,nan,Apache,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok <*>
61,direct_clickhouse,loghub,clickhouse,clickhouse,False,,,0.0003539971658028662,4.1790460018091835,4.179399998974986,True,0.0,39,0.0,858.554368,error,nan,Apache,mod_jk child workerEnv in error state 6,mod_jk child workerEnv in error state <*>
62,direct_clickhouse,loghub,clickhouse,clickhouse,False,,,0.00044100306695327163,4.340296000009403,4.340737003076356,True,0.0,49,0.0,858.554368,notice,nan,Apache,jk2_init() Found child 8527 in scoreboard slot 10,jk2_init() Found child <*> in scoreboard slot <*>
63,direct_clickhouse,loghub,clickhouse,clickhouse,False,,,0.0004489993443712592,3.9201870022225194,3.9206360015668906,True,0.0,48,0.0,858.554368,notice,nan,Apache,jk2_init() Found child 8533 in scoreboard slot 8,jk2_init() Found child <*> in scoreboard slot <*>
64,direct_clickhouse,loghub,clickhouse,clickhouse,False,,,0.0003349996404722333,4.105897998670116,4.106232998310588,True,0.021209467499999995,55,0.0,858.56256,notice,nan,Apache,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok <*>
65,direct_clickhouse,loghub,clickhouse,clickhouse,False,,,0.00045100023271515965,4.675292999309022,4.675743999541737,True,0.0,55,0.0,858.56256,notice,nan,Apache,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok <*>
66,direct_clickhouse,loghub,clickhouse,clickhouse,False,,,0.00044599437387660146,4.202723997877911,4.203169992251787,True,0.0,39,0.0,858.56256,error,nan,Apache,mod_jk child workerEnv in error state 6,mod_jk child workerEnv in error state <*>
67,direct_clickhouse,loghub,clickhouse,clickhouse,False,,,0.00047800131142139435,4.264294999302365,4.264773000613786,True,0.0,39,0.0,858.56256,error,nan,Apache,mod_jk child workerEnv in error state 6,mod_jk child workerEnv in error state <*>
68,direct_clickhouse,loghub,clickhouse,clickhouse,False,,,0.0003349996404722333,4.347013993537985,4.347348993178457,True,0.0,48,0.0,858.56256,notice,nan,Apache,jk2_init() Found child 8536 in scoreboard slot 6,jk2_init() Found child <*> in scoreboard slot <*>
69,direct_clickhouse,loghub,clickhouse,clickhouse,False,,,0.0005199981387704611,6.053668999811634,6.054188997950405,True,0.0,48,0.0,858.566656,notice,nan,Apache,jk2_init() Found child 8539 in scoreboard slot 7,jk2_init() Found child <*> in scoreboard slot <*>
70,direct_clickhouse,loghub,clickhouse,clickhouse,False,,,0.0006610061973333359,7.536991004599258,7.537652010796592,True,0.0352426515,55,0.0,858.570752,notice,nan,Apache,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok <*>
71,direct_clickhouse,loghub,clickhouse,clickhouse,False,,,0.0005059991963207722,4.740930999105331,4.741436998301651,True,0.0,55,0.0,858.574848,notice,nan,Apache,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok <*>
72,direct_clickhouse,loghub,clickhouse,clickhouse,False,,,0.00053399708122015,6.708109998726286,6.708643995807506,True,0.0,39,0.0,858.574848,error,nan,Apache,mod_jk child workerEnv in error state 6,mod_jk child workerEnv in error state <*>
73,direct_clickhouse,loghub,clickhouse,clickhouse,False,,,0.00038700090954080224,4.488906000915449,4.48929300182499,True,0.0,39,0.0,858.574848,error,nan,Apache,mod_jk child workerEnv in error state 6,mod_jk child workerEnv in error state <*>
74,direct_clickhouse,loghub,clickhouse,clickhouse,False,,,0.00036400160752236843,4.162245000770781,4.162609002378304,True,0.0,48,0.0,858.574848,notice,nan,Apache,jk2_init() Found child 8541 in scoreboard slot 9,jk2_init() Found child <*> in scoreboard slot <*>
75,direct_clickhouse,loghub,clickhouse,clickhouse,False,,,0.0005920010153204203,4.0823919989634305,4.082983999978751,True,0.0,55,0.0,858.574848,notice,nan,Apache,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok <*>
76,direct_clickhouse,loghub,clickhouse,clickhouse,False,,,0.0004069952410645783,4.765335004776716,4.765742000017781,True,0.030075766000000004,39,0.0,858.578944,error,nan,Apache,mod_jk child workerEnv in error state 6,mod_jk child workerEnv in error state <*>
77,direct_clickhouse,loghub,clickhouse,clickhouse,False,,,0.0004309986252337694,4.523376002907753,4.523807001532987,True,0.0,49,0.0,858.578944,notice,nan,Apache,jk2_init() Found child 8547 in scoreboard slot 10,jk2_init() Found child <*> in scoreboard slot <*>
78,direct_clickhouse,loghub,clickhouse,clickhouse,False,,,0.0004390021786093712,6.922947999555618,6.923387001734227,True,0.0,55,0.0,858.58304,notice,nan,Apache,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok <*>
79,direct_clickhouse,loghub,clickhouse,clickhouse,False,,,0.000462001480627805,4.427230000146665,4.4276920016272925,True,0.0,39,0.0,858.58304,error,nan,Apache,mod_jk child workerEnv in error state 6,mod_jk child workerEnv in error state <*>
80,direct_clickhouse,loghub,clickhouse,clickhouse,False,,,0.00036499841371551156,4.206548001093324,4.20691299950704,True,0.0,48,0.0,858.587136,notice,nan,Apache,jk2_init() Found child 8554 in scoreboard slot 6,jk2_init() Found child <*> in scoreboard slot <*>
81,direct_clickhouse,loghub,clickhouse,clickhouse,False,,,0.0004220055416226387,6.469842002843507,6.470264008385129,True,0.0,48,0.0,858.595328,notice,nan,Apache,jk2_init() Found child 8553 in scoreboard slot 8,jk2_init() Found child <*> in scoreboard slot <*>
82,direct_clickhouse,loghub,clickhouse,clickhouse,False,,,0.0007420021574944258,5.344443998183124,5.345186000340618,True,0.03277496625,55,0.0,858.595328,notice,nan,Apache,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok <*>
83,direct_clickhouse,loghub,clickhouse,clickhouse,False,,,0.0004249959602020681,6.219330993189942,6.219755989150144,True,0.0,55,0.0,858.595328,notice,nan,Apache,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok <*>
84,direct_clickhouse,loghub,clickhouse,clickhouse,False,,,0.00028400245355442166,4.083674000867177,4.083958003320731,True,0.0,39,0.0,858.595328,error,nan,Apache,mod_jk child workerEnv in error state 6,mod_jk child workerEnv in error state <*>
85,direct_clickhouse,loghub,clickhouse,clickhouse,False,,,0.0006440022843889892,4.160521006269846,4.161165008554235,True,0.0,39,0.0,858.599424,error,nan,Apache,mod_jk child workerEnv in error state 6,mod_jk child workerEnv in error state <*>
86,direct_clickhouse,loghub,clickhouse,clickhouse,False,,,0.000457002897746861,4.09420499636326,4.094661999261007,True,0.0,48,0.0,858.599424,notice,nan,Apache,jk2_init() Found child 8560 in scoreboard slot 7,jk2_init() Found child <*> in scoreboard slot <*>
87,direct_clickhouse,loghub,clickhouse,clickhouse,False,,,0.00043599720811471343,7.307912004762329,7.308348001970444,True,0.029583312,55,0.0,858.599424,notice,nan,Apache,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok <*>
88,direct_clickhouse,loghub,clickhouse,clickhouse,False,,,0.00043400359572842717,7.274950003193226,7.275384006788954,True,0.033452480874999996,39,0.0,858.599424,error,nan,Apache,mod_jk child workerEnv in error state 6,mod_jk child workerEnv in error state <*>
89,direct_clickhouse,loghub,clickhouse,clickhouse,False,,,0.0004710018401965499,4.773838001710828,4.774309003551025,True,0.0,48,0.0,858.599424,notice,nan,Apache,jk2_init() Found child 8565 in scoreboard slot 9,jk2_init() Found child <*> in scoreboard slot <*>
90,direct_clickhouse,loghub,clickhouse,clickhouse,False,,,0.0005340043571777642,4.544449002423789,4.544983006780967,True,0.0,49,0.0,858.60352,notice,nan,Apache,jk2_init() Found child 8573 in scoreboard slot 10,jk2_init() Found child <*> in scoreboard slot <*>
91,direct_clickhouse,loghub,clickhouse,clickhouse,False,,,0.00032799289328977466,4.308777999540325,4.309105992433615,True,0.0,55,0.0,858.60352,notice,nan,Apache,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok <*>
92,direct_clickhouse,loghub,clickhouse,clickhouse,False,,,0.000705993443261832,5.185795002034865,5.186500995478127,True,0.0,39,0.0,858.607616,error,nan,Apache,mod_jk child workerEnv in error state 6,mod_jk child workerEnv in error state <*>
93,direct_clickhouse,loghub,clickhouse,clickhouse,False,,,0.0003579989424906671,9.616431998438202,9.616789997380693,True,0.0,55,0.0,858.607616,notice,nan,Apache,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok <*>
94,direct_clickhouse,loghub,clickhouse,clickhouse,False,,,0.0006539994501508772,4.430446002515964,4.431100001966115,True,0.0,39,0.0,858.607616,error,nan,Apache,mod_jk child workerEnv in error state 6,mod_jk child workerEnv in error state <*>
95,direct_clickhouse,loghub,clickhouse,clickhouse,False,,,0.0005930050974711776,5.092963001516182,5.093556006613653,True,0.0,48,0.0,858.611712,notice,nan,Apache,jk2_init() Found child 8584 in scoreboard slot 7,jk2_init() Found child <*> in scoreboard slot <*>
96,direct_clickhouse,loghub,clickhouse,clickhouse,False,,,0.00037300196709111333,4.34341899381252,4.343791995779611,True,0.027872018625,48,0.0,858.611712,notice,nan,Apache,jk2_init() Found child 8587 in scoreboard slot 9,jk2_init() Found child <*> in scoreboard slot <*>
97,direct_clickhouse,loghub,clickhouse,clickhouse,False,,,0.0004309986252337694,4.593382000166457,4.593812998791691,True,0.0,49,0.0,858.611712,notice,nan,Apache,jk2_init() Found child 8603 in scoreboard slot 10,jk2_init() Found child <*> in scoreboard slot <*>
98,direct_clickhouse,loghub,clickhouse,clickhouse,False,,,0.0005109977792017162,4.372181996586733,4.372692994365934,True,0.0,48,0.0,858.619904,notice,nan,Apache,jk2_init() Found child 8605 in scoreboard slot 8,jk2_init() Found child <*> in scoreboard slot <*>
99,direct_clickhouse,loghub,clickhouse,clickhouse,False,,,0.0004960020305588841,4.9992780041066,4.999774006137159,True,0.0,49,0.0,858.619904,notice,nan,Apache,jk2_init() Found child 8764 in scoreboard slot 10,jk2_init() Found child <*> in scoreboard slot <*>
100,direct_clickhouse,loghub,clickhouse,clickhouse,False,,,0.0008279967005364597,5.749413001467474,5.75024099816801,True,0.0,49,0.0,858.628096,notice,nan,Apache,jk2_init() Found child 8765 in scoreboard slot 11,jk2_init() Found child <*> in scoreboard slot <*>
101,direct_clickhouse,loghub,clickhouse,clickhouse,False,,,0.0008029965101741254,5.818610996357165,5.819413992867339,True,0.0335382125,48,0.0,858.628096,notice,nan,Apache,jk2_init() Found child 8763 in scoreboard slot 9,jk2_init() Found child <*> in scoreboard slot <*>
102,direct_clickhouse,loghub,clickhouse,clickhouse,False,,,0.0006019981810823083,8.010956000362057,8.01155799854314,True,0.0,48,0.0,858.632192,notice,nan,Apache,jk2_init() Found child 8744 in scoreboard slot 8,jk2_init() Found child <*> in scoreboard slot <*>
103,direct_clickhouse,loghub,clickhouse,clickhouse,False,,,0.0006840054993517697,4.751011998450849,4.751696003950201,True,0.0,48,0.0,858.636288,notice,nan,Apache,jk2_init() Found child 8743 in scoreboard slot 7,jk2_init() Found child <*> in scoreboard slot <*>
104,direct_clickhouse,loghub,clickhouse,clickhouse,False,,,0.0005429974407888949,5.102590999740642,5.1031339971814305,True,0.0,48,0.0,858.636288,notice,nan,Apache,jk2_init() Found child 8738 in scoreboard slot 6,jk2_init() Found child <*> in scoreboard slot <*>
105,direct_clickhouse,loghub,clickhouse,clickhouse,False,,,0.0004480025381781161,4.906098998617381,4.906547001155559,True,0.024680206249999996,49,0.0,858.636288,notice,nan,Apache,jk2_init() Found child 8766 in scoreboard slot 12,jk2_init() Found child <*> in scoreboard slot <*>
106,direct_clickhouse,loghub,clickhouse,clickhouse,False,,,0.00030099909054115415,4.411996000271756,4.412296999362297,True,0.0,55,0.0,858.640384,notice,nan,Apache,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok <*>
107,direct_clickhouse,loghub,clickhouse,clickhouse,False,,,0.000438994902651757,4.097335004189517,4.097773999092169,True,0.0,39,0.0,858.64448,error,nan,Apache,mod_jk child workerEnv in error state 7,mod_jk child workerEnv in error state <*>
108,direct_clickhouse,loghub,clickhouse,clickhouse,False,,,0.000495005224365741,4.075509998074267,4.076005003298633,True,0.0,55,0.0,858.64448,notice,nan,Apache,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok <*>
